id,date,item,price,county_code,addtnl
120,01/31/2021,nachoes,5.00,6,rainy-Sydney-tip
121,01/31/2021,nachos,5.00,14,rainy-Sydney-tip
122,01/31/2021,French Fries,2.00,2,clear-Marcus-no tip
123,01/31/2021,FRIES,2.00,13,clear-Richie-no tip
124,01/31/2021,nachos,5.00,14,clear-Sydney-tip
125,01/31/2021,mac and cheese,6.00,2,clear-Richie-tip
126,01/31/2021,French Fries,2.00,14,clear-Tina-tip
127,01/31/2021,nachoes,5.00,18,rainy-Richie-no tip
128,01/31/2021,French fries,2.00,39,rainy-Richie-no tip
129,01/31/2021,French Fries,2.00,25,clear-Tina-tip
130,01/31/2021,nachoes,5.00,10,rainy-Sydney-tip
131,01/31/2021,French Fries,2.00,16,rainy-Carmen-tip
132,01/31/2021,nachos,5.00,1,clear-Carmen-tip
133,01/31/2021,OKRA,4.00,7,clear-Tina-tip
134,01/31/2021,nachos,5.00,1,clear-Marcus-tip
135,01/31/2021,mac and cheese,6.00,18,clear-Sydney-tip
136,01/31/2021,mac and cheese,6.00,10,clear-Tina-tip
137,01/31/2021,mac and cheese,6.00,15,clear-Richie-tip
138,01/31/2021,French Fries,2.00,12,clear-Tina-no tip
139,01/31/2021,nachoes,5.00,36,rainy-Carmen-no tip
140,01/31/2021,nachos,5.00,2,clear-Sydney-tip
141,01/31/2021,mac and cheese,6.00,2,clear-Sydney-no tip
142,01/31/2021,French fries,2.00,4,rainy-Marcus-tip
143,01/31/2021,French fries,2.00,12,rainy-Richie-tip
144,01/31/2021,,2.00,10,clear-Tina-no tip
145,01/31/2021,fries,2.00,11,clear-Marcus-no tip
146,01/31/2021,nachos,5.00,33,clear-Marcus-tip
147,01/31/2021,fries,2.00,1,rainy-Tina-tip
148,01/31/2021,French Fries,2.00,7,clear-Carmen-no tip
149,01/31/2021,nachoes,5.00,4,clear-Carmen-tip
150,01/31/2021,fries,2.00,15,clear-Sydney-tip
151,01/31/2021,mac-n-cheese,6.00,24,rainy-Tina-tip
152,01/31/2021,OKRA,4.00,15,rainy-Richie-no tip
153,01/31/2021,mac-n-cheese,6.00,20,clear-Richie-tip
154,01/31/2021,nachos,5.00,14,rainy-Carmen-no tip
155,01/31/2021,cheesy mac,6.00,36,clear-Sydney-tip
156,01/31/2021,nachos,5.00,15,clear-Tina-no tip
157,01/31/2021,nachos,5.00,12,rainy-Sydney-tip
158,01/31/2021,nachos,5.00,9,clear-Richie-tip
159,01/31/2021,nachos,5.00,7,rainy-Richie-tip
160,01/31/2021,nachos,5.00,13,rainy-Marcus-tip
161,01/31/2021,French Fries,2.00,42,rainy-Carmen-no tip
162,01/31/2021,French Fries,2.00,21,rainy-Tina-tip
163,01/31/2021,nachos,5.00,11,rainy-Richie-tip
164,01/31/2021,mac and cheese,6.00,33,rainy-Richie-tip
165,01/31/2021,nachos,5.00,10,clear-Sydney-tip
166,01/31/2021,nachos,5.00,7,clear-Marcus-no tip
167,01/31/2021,okra,4.00,20,clear-Tina-tip
168,01/31/2021,nachos,5.00,11,clear-Richie-tip
169,01/31/2021,French Fries,2.00,16,clear-Tina-tip
170,01/31/2021,nachoes,5.00,9,clear-Marcus-tip
171,01/31/2021,macaroni,6.00,22,rainy-Marcus-no tip
172,01/31/2021,cheesy mac,6.00,4,clear-Marcus-tip
173,01/31/2021,FRIES,2.00,11,clear-Sydney-
174,01/31/2021,FRIES,2.00,4,rainy-Sydney-tip
175,01/31/2021,nachos,5.00,39,clear-Carmen-no tip
176,01/31/2021,okra,4.00,31,clear-Marcus-no tip
177,01/31/2021,nachoes,5.00,15,clear-Tina-no tip
178,01/31/2021,French fries,2.00,16,rainy-Richie-tip
179,01/31/2021,French Fries,2.00,5,clear-Richie-tip
180,01/31/2021,nachos,5.00,41,rainy-Marcus-tip
181,01/31/2021,French Fries,2.00,44,clear-Tina-tip
182,01/31/2021,nachos,5.00,42,clear-Tina-tip
183,01/31/2021,French Fries,2.00,8,clear-Sydney-tip
184,01/31/2021,macaroni,6.00,17,clear-Marcus-tip
185,01/31/2021,okra,4.00,9,clear-Sydney-no tip
186,01/31/2021,French fries,2.00,17,clear-Carmen-tip
187,01/31/2021,French fries,2.00,27,clear-Sydney-tip
188,01/31/2021,nachos,5.00,18,clear-Sydney-
189,01/31/2021,fries,2.00,31,rainy-Marcus-tip
190,01/31/2021,nachos,5.00,22,rainy-Sydney-tip
191,01/31/2021,OKRA,4.00,4,clear-Sydney-tip
192,01/31/2021,fries,2.00,7,rainy-Sydney-tip
193,01/31/2021,nachos,5.00,17,rainy-Tina-tip
194,01/31/2021,Okra,4.00,13,rainy-Marcus-tip
195,01/31/2021,nachos,5.00,16,rainy-Sydney-tip
196,01/31/2021,French Fries,2.00,4,clear-Tina-no tip
197,01/31/2021,French fries,2.00,19,clear-Marcus-tip
198,01/31/2021,nachos,5.00,18,clear-Marcus-tip
199,01/31/2021,fries,2.00,18,clear-Richie-no tip
200,01/31/2021,French fries,2.00,15,clear-Tina-no tip
201,01/31/2021,nachos,5.00,39,clear-Sydney-tip
202,01/31/2021,French Fries,2.00,2,clear-Carmen-no tip
203,01/31/2021,FRIES,2.00,7,clear-Carmen-tip
204,01/31/2021,nachos,5.00,34,rainy-Richie-tip
205,01/31/2021,nachos,5.00,15,clear-Tina-no tip
206,01/31/2021,cheesy mac,6.00,18,clear-Sydney-tip
207,01/31/2021,mac-n-cheese,6.00,9,clear-Sydney-tip
208,01/31/2021,French fries,2.00,14,clear-Marcus-tip
209,01/31/2021,French Fries,2.00,46,rainy-Marcus-tip
210,01/31/2021,macaroni,6.00,28,rainy-Marcus-tip
211,01/31/2021,mac and cheese,6.00,4,clear-Richie-tip
212,01/31/2021,fries,2.00,35,clear-Sydney-tip
213,01/31/2021,French Fries,2.00,24,clear-Tina-tip
214,01/31/2021,fries,2.00,15,clear-Sydney-tip
215,01/31/2021,nachos,5.00,17,rainy-Sydney-tip
216,01/31/2021,macaroni,6.00,23,rainy-Sydney-tip
217,01/31/2021,mac-n-cheese,6.00,37,clear-Marcus-
218,01/31/2021,macaroni,6.00,26,clear-Richie-tip
219,01/31/2021,nachos,5.00,37,clear-Marcus-tip
220,01/31/2021,FRIES,2.00,2,clear-Marcus-tip
221,01/31/2021,fries,2.00,13,rainy-Sydney-tip
222,01/31/2021,okra,4.00,2,clear-Sydney-tip
223,01/31/2021,fries,2.00,30,clear-Richie-tip
224,01/31/2021,Okra,4.00,36,clear-Sydney-no tip
225,01/31/2021,nachoes,5.00,18,clear-Carmen-no tip
226,01/31/2021,nachos,5.00,36,clear-Tina-tip
227,01/31/2021,FRIES,2.00,11,clear-Richie-tip
228,01/31/2021,nachos,5.00,18,rainy-Sydney-tip
229,01/31/2021,fries,2.00,14,rainy-Marcus-no tip
230,01/31/2021,mac-n-cheese,6.00,15,clear-Sydney-tip
231,01/31/2021,mac and cheese,6.00,21,clear-Sydney-tip
232,01/31/2021,nachos,5.00,3,clear-Carmen-tip
233,01/31/2021,okra,4.00,1,rainy-Marcus-tip
234,01/31/2021,macaroni,6.00,13,clear-Sydney-
235,01/31/2021,French Fries,2.00,9,clear-Richie-tip
236,01/31/2021,French Fries,2.00,1,clear-Tina-no tip
237,01/31/2021,fries,2.00,46,rainy-Richie-
238,01/31/2021,French fries,2.00,33,clear-Tina-tip
239,01/31/2021,FRIES,2.00,24,clear-Sydney-tip
240,01/31/2021,OKRA,4.00,2,clear-Sydney-tip
241,01/31/2021,French Fries,2.00,28,clear-Marcus-no tip
242,01/31/2021,nachoes,5.00,8,rainy-Sydney-no tip
243,01/31/2021,okra,4.00,19,clear-Sydney-tip
244,01/31/2021,nachoes,5.00,9,rainy-Sydney-tip
245,01/31/2021,nachos,5.00,2,clear-Sydney-tip
246,01/31/2021,nachos,5.00,1,rainy-Tina-no tip
247,01/31/2021,nachoes,5.00,4,clear-Sydney-no tip
248,01/31/2021,macaroni,6.00,13,clear-Richie-tip
249,01/31/2021,nachos,5.00,3,clear-Marcus-no tip
250,01/31/2021,fries,2.00,6,rainy-Tina-tip
251,01/31/2021,French Fries,2.00,14,clear-Tina-tip
252,01/31/2021,FRIES,2.00,32,rainy-Sydney-no tip
253,01/31/2021,fries,2.00,45,rainy-Marcus-
254,01/31/2021,fries,2.00,13,clear-Tina-tip
255,01/31/2021,mac-n-cheese,6.00,10,rainy-Richie-tip
256,01/31/2021,nachos,5.00,9,clear-Sydney-no tip
257,01/31/2021,French fries,2.00,18,clear-Carmen-tip
258,01/31/2021,FRIES,2.00,4,clear-Carmen-tip
259,01/31/2021,French fries,2.00,13,rainy-Richie-tip
260,01/31/2021,French fries,2.00,20,clear-Marcus-no tip
261,01/31/2021,fries,2.00,1,clear-Tina-tip
262,01/31/2021,fries,2.00,41,clear-Sydney-no tip
263,01/31/2021,French Fries,2.00,21,clear-Richie-no tip
264,01/31/2021,macaroni,6.00,17,rainy-Marcus-tip
265,01/31/2021,French fries,2.00,9,clear-Richie-tip
266,01/31/2021,French Fries,2.00,5,clear-Sydney-no tip
267,01/31/2021,French Fries,2.00,25,clear-Richie-no tip
268,01/31/2021,nachos,5.00,15,clear-Marcus-no tip
269,01/31/2021,OKRA,4.00,44,rainy-Carmen-tip
270,01/31/2021,FRIES,2.00,16,clear-Carmen-tip
271,01/31/2021,cheesy mac,6.00,8,clear-Marcus-tip
272,01/31/2021,okra,4.00,37,clear-Sydney-no tip
273,01/31/2021,nachos,5.00,18,rainy-Richie-tip
274,01/31/2021,French fries,2.00,15,clear-Tina-
275,01/31/2021,French Fries,2.00,11,rainy-Sydney-tip
276,01/31/2021,mac and cheese,6.00,11,rainy-Richie-tip
277,01/31/2021,okra,4.00,18,clear-Sydney-no tip
278,01/31/2021,French Fries,2.00,12,clear-Richie-tip
279,01/31/2021,nachos,5.00,6,rainy-Sydney-tip
280,01/31/2021,nachos,5.00,2,clear-Richie-tip
281,01/31/2021,Okra,4.00,17,clear-Tina-tip
282,01/31/2021,nachoes,5.00,41,clear-Tina-no tip
283,01/31/2021,FRIES,2.00,6,clear-Carmen-no tip
284,01/31/2021,fries,2.00,11,clear-Carmen-
285,01/31/2021,nachoes,5.00,6,rainy-Sydney-tip
286,01/31/2021,FRIES,2.00,7,rainy-Carmen-
287,01/31/2021,nachos,5.00,6,rainy-Tina-tip
288,01/31/2021,fries,2.00,5,clear-Sydney-tip
289,01/31/2021,macaroni,6.00,2,clear-Sydney-tip
290,01/31/2021,fries,2.00,15,clear-Richie-tip
291,01/31/2021,nachos,5.00,8,rainy-Tina-tip
292,01/31/2021,French Fries,2.00,26,clear-Carmen-no tip
293,01/31/2021,FRIES,2.00,16,clear-Sydney-tip
294,01/31/2021,nachos,5.00,13,clear-Sydney-tip
295,01/31/2021,OKRA,4.00,7,rainy-Tina-no tip
296,01/31/2021,French Fries,2.00,15,clear-Marcus-tip
297,01/31/2021,fries,2.00,2,rainy-Sydney-tip
298,01/31/2021,FRIES,2.00,7,clear-Tina-tip
299,01/31/2021,fries,2.00,9,rainy-Sydney-no tip
300,01/31/2021,nachos,5.00,15,rainy-Sydney-
301,01/31/2021,fries,2.00,2,clear-Sydney-tip
302,01/31/2021,nachos,5.00,1,clear-Carmen-tip
303,01/31/2021,nachos,5.00,12,clear-Sydney-tip
304,01/31/2021,FRIES,2.00,10,clear-Marcus-tip
305,01/31/2021,French fries,2.00,34,clear-Richie-no tip
306,01/31/2021,French Fries,2.00,6,clear-Marcus-tip
307,01/31/2021,FRIES,2.00,40,clear-Marcus-no tip
308,01/31/2021,nachos,5.00,21,clear-Marcus-tip
309,01/31/2021,mac-n-cheese,6.00,23,clear-Carmen-tip
310,01/31/2021,nachos,5.00,9,clear-Sydney-
311,01/31/2021,French Fries,2.00,12,rainy-Sydney-tip
312,01/31/2021,cheesy mac,6.00,19,clear-Richie-tip
313,01/31/2021,cheesy mac,6.00,2,clear-Tina-tip
314,01/31/2021,French fries,2.00,4,rainy-Carmen-tip
315,01/31/2021,nachos,5.00,40,clear-Richie-tip
316,01/31/2021,French fries,2.00,43,clear-Marcus-no tip
317,01/31/2021,mac-n-cheese,6.00,31,clear-Marcus-tip
318,01/31/2021,nachos,5.00,14,clear-Marcus-tip
319,01/31/2021,nachos,5.00,26,clear-Richie-tip
320,01/31/2021,mac-n-cheese,6.00,81,rainy-Tina-no tip
321,01/31/2021,mac-n-cheese,6.00,3,clear-Sydney-tip
322,01/31/2021,nachoes,5.00,40,rainy-Marcus-tip
323,01/31/2021,mac-n-cheese,6.00,20,clear-Marcus-tip
324,01/31/2021,fries,2.00,29,clear-Sydney-tip
325,01/31/2021,fries,2.00,7,clear-Tina-tip
326,01/31/2021,nachoes,5.00,5,clear-Sydney-tip
327,01/31/2021,nachos,5.00,7,rainy-Marcus-tip
328,01/31/2021,fries,2.00,42,clear-Carmen-tip
329,01/31/2021,French Fries,2.00,3,clear-Sydney-tip
330,01/31/2021,nachos,5.00,11,rainy-Richie-tip
331,01/31/2021,Okra,4.00,9,clear-Marcus-
332,01/31/2021,fries,2.00,11,rainy-Carmen-tip
333,01/31/2021,OKRA,4.00,7,rainy-Sydney-
334,01/31/2021,nachoes,5.00,10,rainy-Richie-no tip
335,01/31/2021,nachos,5.00,10,rainy-Tina-no tip
336,01/31/2021,FRIES,2.00,31,clear-Carmen-no tip
337,01/31/2021,nachos,5.00,38,clear-Marcus-tip
338,01/31/2021,mac and cheese,6.00,15,clear-Sydney-no tip
339,01/31/2021,French Fries,2.00,8,rainy-Sydney-no tip
340,01/31/2021,nachos,5.00,16,clear-Sydney-no tip
341,01/31/2021,mac and cheese,6.00,16,clear-Marcus-no tip
342,01/31/2021,fries,2.00,42,clear-Tina-no tip
343,01/31/2021,nachos,5.00,16,clear-Sydney-tip
344,01/31/2021,FRIES,2.00,12,clear-Sydney-tip
345,01/31/2021,French fries,2.00,13,rainy-Carmen-tip
346,01/31/2021,nachos,5.00,10,clear-Sydney-tip
347,01/31/2021,nachoes,5.00,9,rainy-Sydney-tip
348,01/31/2021,FRIES,2.00,35,rainy-Sydney-no tip
349,01/31/2021,nachos,5.00,18,clear-Sydney-tip
350,01/31/2021,nachos,5.00,14,clear-Tina-no tip
351,01/31/2021,nachos,5.00,28,clear-Richie-tip
352,01/31/2021,macaroni,6.00,43,rainy-Marcus-tip
353,01/31/2021,FRIES,2.00,1,rainy-Marcus-tip
354,01/31/2021,nachos,5.00,4,rainy-Sydney-tip
355,01/31/2021,nachoes,5.00,16,rainy-Richie-tip
356,01/31/2021,nachos,5.00,37,rainy-Carmen-no tip
357,01/31/2021,nachos,5.00,41,clear-Sydney-tip
358,01/31/2021,French fries,2.00,18,rainy-Richie-tip
359,01/31/2021,OKRA,4.00,17,rainy-Carmen-tip
360,01/31/2021,French Fries,2.00,43,clear-Richie-tip
361,01/31/2021,Okra,4.00,3,clear-Carmen-tip
362,01/31/2021,French Fries,2.00,14,clear-Marcus-no tip
363,01/31/2021,fries,2.00,23,rainy-Sydney-tip
364,01/31/2021,nachos,5.00,3,rainy-Marcus-tip
365,01/31/2021,fries,2.00,7,clear-Sydney-tip
366,01/31/2021,FRIES,2.00,44,rainy-Marcus-
367,01/31/2021,French Fries,2.00,46,clear-Tina-tip
368,01/31/2021,OKRA,4.00,14,clear-Tina-no tip
369,01/31/2021,French Fries,2.00,2,clear-Richie-tip
370,01/31/2021,OKRA,4.00,12,clear-Sydney-tip
371,01/31/2021,French Fries,2.00,24,rainy-Tina-tip
372,01/31/2021,nachoes,5.00,17,clear-Sydney-tip
373,01/31/2021,FRIES,2.00,5,rainy-Carmen-tip
374,01/31/2021,nachos,5.00,15,rainy-Tina-tip
375,01/31/2021,macaroni,6.00,9,rainy-Marcus-no tip
376,01/31/2021,fries,2.00,42,clear-Tina-tip
377,01/31/2021,French Fries,2.00,12,clear-Marcus-tip
378,01/31/2021,mac-n-cheese,6.00,16,clear-Richie-tip
379,01/31/2021,French fries,2.00,1,clear-Sydney-tip
380,01/31/2021,nachos,5.00,6,clear-Sydney-tip
381,01/31/2021,French fries,2.00,12,clear-Marcus-tip
382,01/31/2021,French Fries,2.00,11,rainy-Sydney-
383,01/31/2021,nachos,5.00,30,clear-Sydney-tip
384,01/31/2021,French Fries,2.00,2,clear-Sydney-tip
385,01/31/2021,nachos,5.00,7,rainy-Richie-tip
386,01/31/2021,OKRA,4.00,17,rainy-Sydney-tip
387,01/31/2021,nachos,5.00,43,clear-Marcus-tip
388,01/31/2021,French fries,2.00,37,clear-Tina-no tip
389,01/31/2021,Okra,4.00,15,clear-Sydney-tip
390,01/31/2021,nachos,5.00,1,clear-Marcus-no tip
391,01/31/2021,nachos,5.00,15,clear-Marcus-
392,01/31/2021,French fries,2.00,39,rainy-Marcus-tip
393,01/31/2021,French Fries,2.00,7,rainy-Richie-tip
394,01/31/2021,okra,4.00,15,clear-Sydney-no tip
395,01/31/2021,nachos,5.00,14,clear-Marcus-no tip
396,01/31/2021,nachoes,5.00,23,clear-Sydney-tip
397,01/31/2021,nachos,5.00,5,clear-Marcus-no tip
398,01/31/2021,fries,2.00,8,rainy-Sydney-tip
399,01/31/2021,nachos,5.00,11,clear-Tina-tip
400,01/31/2021,nachos,5.00,5,clear-Carmen-tip
401,01/31/2021,cheesy mac,6.00,17,rainy-Marcus-tip
402,01/31/2021,nachos,5.00,22,clear-Sydney-tip
403,01/31/2021,FRIES,2.00,12,clear-Sydney-tip
404,01/31/2021,okra,4.00,29,rainy-Tina-no tip
405,01/31/2021,OKRA,4.00,17,clear-Marcus-tip
406,01/31/2021,nachoes,5.00,9,rainy-Richie-tip
407,01/31/2021,French fries,2.00,5,clear-Carmen-tip
408,01/31/2021,French fries,2.00,3,clear-Marcus-tip
409,01/31/2021,nachos,5.00,43,clear-Sydney-no tip
410,01/31/2021,okra,4.00,14,clear-Sydney-tip
411,01/31/2021,fries,2.00,1,clear-Richie-tip
412,01/31/2021,mac and cheese,6.00,33,clear-Carmen-tip
413,01/31/2021,nachos,5.00,43,rainy-Sydney-tip
414,01/31/2021,nachos,5.00,18,clear-Marcus-
415,01/31/2021,fries,2.00,18,clear-Sydney-no tip
416,01/31/2021,French fries,2.00,39,clear-Sydney-tip
417,01/31/2021,French Fries,2.00,5,clear-Sydney-tip
418,01/31/2021,French fries,2.00,5,clear-Tina-no tip
419,01/31/2021,Okra,4.00,12,clear-Richie-no tip
420,01/31/2021,cheesy mac,6.00,10,clear-Richie-no tip
421,01/31/2021,fries,2.00,23,clear-Marcus-no tip
422,01/31/2021,OKRA,4.00,19,clear-Tina-tip
423,01/31/2021,French Fries,2.00,14,rainy-Tina-tip
424,01/31/2021,OKRA,4.00,6,clear-Richie-tip
425,01/31/2021,fries,2.00,10,rainy-Tina-tip
426,01/31/2021,mac and cheese,6.00,2,rainy-Marcus-tip
427,01/31/2021,French fries,2.00,13,clear-Richie-no tip
428,01/31/2021,macaroni,6.00,33,clear-Tina-no tip
429,01/31/2021,FRIES,2.00,16,clear-Sydney-no tip
430,01/31/2021,mac and cheese,6.00,41,clear-Richie-tip
431,01/31/2021,mac-n-cheese,6.00,16,clear-Sydney-tip
432,01/31/2021,cheesy mac,6.00,37,rainy-Sydney-no tip
433,01/31/2021,French Fries,2.00,13,rainy-Carmen-tip
434,01/31/2021,okra,4.00,16,clear-Tina-tip
435,01/31/2021,French fries,2.00,8,clear-Tina-tip
436,01/31/2021,mac-n-cheese,6.00,2,rainy-Carmen-no tip
437,01/31/2021,cheesy mac,6.00,1,clear-Sydney-tip
438,01/31/2021,French fries,2.00,9,clear-Marcus-no tip
439,01/31/2021,nachos,5.00,19,clear-Sydney-tip
440,01/31/2021,French Fries,2.00,4,clear-Sydney-tip
441,01/31/2021,macaroni,6.00,1,clear-Marcus-tip
442,01/31/2021,FRIES,2.00,16,clear-Sydney-tip
443,01/31/2021,FRIES,2.00,13,rainy-Richie-tip
444,01/31/2021,nachos,5.00,8,clear-Tina-no tip
445,01/31/2021,mac and cheese,6.00,8,rainy-Tina-tip
446,01/31/2021,okra,4.00,17,clear-Sydney-tip
447,01/31/2021,nachos,5.00,14,clear-Carmen-tip
448,01/31/2021,fries,2.00,45,clear-Carmen-no tip
449,01/31/2021,macaroni,6.00,1,clear-Marcus-tip
450,01/31/2021,nachos,5.00,4,rainy-Marcus-tip
451,01/31/2021,mac-n-cheese,6.00,45,clear-Sydney-no tip
452,01/31/2021,Okra,4.00,26,clear-Sydney-tip
453,01/31/2021,macaroni,6.00,13,clear-Carmen-tip
